t_ms,s,thr
90892.0,957,518.5
90942.0,958,518.5
90992.0,958,518.5
91042.0,957,518.5
91092.0,958,518.5
91142.0,958,518.5
91192.0,958,518.5
91242.0,958,518.5
91292.0,957,518.5
91342.0,958,518.5
91392.0,958,518.5
91442.0,958,518.5
91492.0,958,518.5
91542.0,958,518.5
91592.0,958,518.5
91642.0,958,518.5
91692.0,957,518.5
91742.0,958,518.5
91792.0,958,518.5
91842.0,958,518.5
91892.0,958,518.5
91942.0,958,518.5
91992.0,957,518.5
92042.0,958,518.5
92092.0,958,518.5
92142.0,957,518.5
92192.0,958,518.5
92242.0,957,518.5
92292.0,958,518.5
92342.0,957,518.5
92392.0,957,518.5
92442.0,958,518.5
92492.0,958,518.5
92542.0,958,518.5
92592.0,958,518.5
92642.0,958,518.5
92692.0,958,518.5
92742.0,957,518.5
92792.0,958,518.5
92843.0,958,518.5
92893.0,957,518.5
92943.0,957,518.5
92993.0,958,518.5
93043.0,957,518.5
93093.0,958,518.5
93143.0,958,518.5
93193.0,957,518.5
93243.0,957,518.5
93293.0,958,518.5
93343.0,958,518.5
93393.0,959,518.5
93443.0,957,518.5
93493.0,957,518.5
93543.0,958,518.5
93593.0,957,518.5
93643.0,958,518.5
93693.0,958,518.5
93743.0,957,518.5
93793.0,957,518.5
93843.0,958,518.5
93893.0,957,518.5
93943.0,958,518.5
93993.0,958,518.5
94043.0,957,518.5
94093.0,958,518.5
94143.0,958,518.5
94193.0,957,518.5
94243.0,957,518.5
94294.0,958,518.5
94344.0,958,518.5
94394.0,958,518.5
94444.0,957,518.5
94494.0,958,518.5
94544.0,958,518.5
94594.0,958,518.5
94644.0,958,518.5
94694.0,958,518.5
94744.0,958,518.5
94794.0,957,518.5
94844.0,958,518.5
94894.0,958,518.5
94944.0,958,518.5
94994.0,958,518.5
95044.0,958,518.5
95094.0,958,518.5
95144.0,958,518.5
95194.0,958,518.5
95244.0,958,518.5
95294.0,958,518.5
95344.0,958,518.5
95394.0,958,518.5
95444.0,958,518.5
95494.0,958,518.5
95544.0,958,518.5
95594.0,959,518.5
95644.0,958,518.5
95694.0,958,518.5
95744.0,958,518.5
95794.0,958,518.5
95844.0,958,518.5
95894.0,958,518.5
95944.0,958,518.5
95994.0,958,518.5
96044.0,958,518.5
96094.0,958,518.5
96144.0,959,518.5
96194.0,958,518.5
96244.0,958,518.5
96294.0,958,518.5
96344.0,958,518.5
96394.0,958,518.5
96444.0,958,518.5
96494.0,958,518.5
96544.0,958,518.5
96594.0,958,518.5
96644.0,958,518.5
96694.0,959,518.5
96744.0,958,518.5
96794.0,958,518.5
96844.0,958,518.5
96894.0,959,518.5
96944.0,959,518.5
96994.0,959,518.5
97044.0,958,518.5
97094.0,959,518.5
97144.0,959,518.5
97195.0,958,518.5
97245.0,959,518.5
97295.0,958,518.5
97345.0,958,518.5
97395.0,958,518.5
97445.0,958,518.5
97495.0,958,518.5
97545.0,958,518.5
97595.0,958,518.5
97645.0,959,518.5
97695.0,958,518.5
97745.0,958,518.5
97795.0,959,518.5
97845.0,959,518.5
97895.0,958,518.5
97945.0,959,518.5
97995.0,958,518.5
98045.0,958,518.5
98095.0,959,518.5
98145.0,958,518.5
98195.0,959,518.5
98245.0,959,518.5
98295.0,958,518.5
98345.0,959,518.5
98395.0,958,518.5
98445.0,958,518.5
98495.0,958,518.5
98545.0,957,518.5
98595.0,958,518.5
98646.0,958,518.5
98696.0,958,518.5
98746.0,959,518.5
98796.0,958,518.5
98846.0,958,518.5
98896.0,958,518.5
98946.0,958,518.5
98996.0,958,518.5
99046.0,958,518.5
99096.0,958,518.5
99146.0,958,518.5
99196.0,958,518.5
99246.0,958,518.5
99296.0,958,518.5
99346.0,958,518.5
99396.0,958,518.5
99446.0,958,518.5
99496.0,959,518.5
99546.0,958,518.5
99596.0,959,518.5
99646.0,959,518.5
99696.0,959,518.5
99746.0,958,518.5
99796.0,958,518.5
99846.0,959,518.5
99896.0,958,518.5
99946.0,958,518.5
99996.0,958,518.5
100046.0,958,518.5
100096.0,958,518.5
100146.0,959,518.5
100196.0,959,518.5
100246.0,958,518.5
100296.0,958,518.5
100346.0,958,518.5
100396.0,959,518.5
100446.0,959,518.5
100496.0,958,518.5
100546.0,959,518.5
100596.0,958,518.5
100646.0,958,518.5
100696.0,959,518.5
100746.0,958,518.5
100796.0,959,518.5
100846.0,959,518.5
100896.0,959,518.5
100946.0,959,518.5
100996.0,959,518.5
101046.0,959,518.5
101096.0,960,518.5
101146.0,959,518.5
101196.0,960,518.5
101246.0,959,518.5
101296.0,959,518.5
101346.0,959,518.5
101396.0,959,518.5
101446.0,959,518.5
101496.0,960,518.5
101547.0,959,518.5
101597.0,959,518.5
101647.0,960,518.5
101697.0,959,518.5
101747.0,959,518.5
101797.0,960,518.5
101847.0,959,518.5
101897.0,959,518.5
101947.0,959,518.5
101997.0,959,518.5
102047.0,960,518.5
102097.0,959,518.5
102147.0,959,518.5
102197.0,960,518.5
102247.0,959,518.5
102297.0,959,518.5
102347.0,959,518.5
102397.0,959,518.5
102447.0,959,518.5
102497.0,959,518.5
102547.0,959,518.5
102597.0,959,518.5
102647.0,959,518.5
102697.0,959,518.5
102747.0,960,518.5
102797.0,959,518.5
102847.0,959,518.5
102897.0,959,518.5
102947.0,959,518.5
102998.0,959,518.5
103048.0,959,518.5
103098.0,959,518.5
103148.0,959,518.5
103198.0,959,518.5
103248.0,959,518.5
103298.0,959,518.5
103348.0,959,518.5
103398.0,959,518.5
103448.0,959,518.5
103498.0,959,518.5
103548.0,959,518.5
103598.0,959,518.5
103648.0,959,518.5
103698.0,959,518.5
103748.0,959,518.5
103798.0,959,518.5
103848.0,959,518.5
103898.0,959,518.5
103948.0,959,518.5
103998.0,959,518.5
104048.0,959,518.5
104098.0,959,518.5
104148.0,959,518.5
104198.0,959,518.5
104248.0,959,518.5
104298.0,959,518.5
104348.0,959,518.5
104398.0,959,518.5
104448.0,959,518.5
104498.0,959,518.5
104548.0,959,518.5
104598.0,959,518.5
104648.0,959,518.5
104698.0,959,518.5
104748.0,959,518.5
104798.0,959,518.5
104848.0,959,518.5
104898.0,959,518.5
104948.0,959,518.5
104998.0,959,518.5
105048.0,959,518.5
105098.0,959,518.5
105148.0,959,518.5
105198.0,959,518.5
105248.0,959,518.5
105298.0,959,518.5
105348.0,959,518.5
105398.0,959,518.5
105448.0,959,518.5
105498.0,959,518.5
105548.0,959,518.5
105598.0,959,518.5
105648.0,959,518.5
105698.0,959,518.5
105748.0,959,518.5
105798.0,959,518.5
105848.0,959,518.5
105899.0,959,518.5
105949.0,959,518.5
105999.0,959,518.5
106049.0,959,518.5
106099.0,959,518.5
106149.0,959,518.5
106199.0,959,518.5
106249.0,959,518.5
106299.0,959,518.5
106349.0,959,518.5
106399.0,959,518.5
106449.0,959,518.5
106499.0,959,518.5
106549.0,959,518.5
106599.0,959,518.5
106649.0,959,518.5
106699.0,959,518.5
106749.0,959,518.5
106799.0,959,518.5
106849.0,959,518.5
106899.0,959,518.5
106949.0,959,518.5
106999.0,959,518.5
107049.0,959,518.5
107099.0,959,518.5
107149.0,960,518.5
107199.0,959,518.5
107249.0,959,518.5
107299.0,959,518.5
107350.0,959,518.5
107400.0,959,518.5
107450.0,959,518.5
107500.0,959,518.5
107550.0,959,518.5
107600.0,959,518.5
107650.0,959,518.5
107700.0,959,518.5
107750.0,959,518.5
107800.0,959,518.5
107850.0,959,518.5
107900.0,959,518.5
107950.0,959,518.5
108000.0,959,518.5
108050.0,959,518.5
108100.0,959,518.5
108150.0,959,518.5
108200.0,959,518.5
108250.0,959,518.5
108300.0,959,518.5
108350.0,959,518.5
108400.0,959,518.5
108450.0,959,518.5
108500.0,959,518.5
108550.0,959,518.5
108600.0,959,518.5
108650.0,959,518.5
108700.0,959,518.5
108750.0,959,518.5
108800.0,960,518.5
108850.0,959,518.5
108900.0,959,518.5
108950.0,959,518.5
109000.0,959,518.5
109050.0,959,518.5
109100.0,959,518.5
109150.0,959,518.5
109200.0,959,518.5
109250.0,959,518.5
109300.0,959,518.5
109350.0,959,518.5
109400.0,959,518.5
109450.0,959,518.5
109500.0,959,518.5
109550.0,959,518.5
109600.0,959,518.5
109650.0,959,518.5
109700.0,959,518.5
109750.0,959,518.5
109800.0,958,518.5
109850.0,959,518.5
109900.0,959,518.5
109950.0,958,518.5
110000.0,959,518.5
110050.0,959,518.5
110100.0,959,518.5
110150.0,959,518.5
110200.0,959,518.5
110251.0,959,518.5
110301.0,959,518.5
110351.0,958,518.5
110401.0,959,518.5
110451.0,960,518.5
110501.0,959,518.5
110551.0,959,518.5
110601.0,959,518.5
110651.0,959,518.5
110701.0,959,518.5
110751.0,959,518.5
110801.0,959,518.5
110851.0,959,518.5
110901.0,959,518.5
110951.0,959,518.5
111001.0,960,518.5
111051.0,959,518.5
111101.0,959,518.5
111151.0,959,518.5
111201.0,959,518.5
111251.0,959,518.5
111301.0,959,518.5
111351.0,959,518.5
111401.0,959,518.5
111451.0,959,518.5
111501.0,959,518.5
111551.0,959,518.5
111601.0,959,518.5
111651.0,959,518.5
111702.0,959,518.5
111752.0,959,518.5
111802.0,959,518.5
111852.0,959,518.5
111902.0,959,518.5
111952.0,959,518.5
112002.0,959,518.5
112052.0,959,518.5
112102.0,960,518.5
112152.0,959,518.5
112202.0,960,518.5
112252.0,960,518.5
112302.0,960,518.5
112352.0,959,518.5
112402.0,960,518.5
112452.0,959,518.5
112502.0,960,518.5
112552.0,960,518.5
112602.0,960,518.5
112652.0,960,518.5
112702.0,960,518.5
112752.0,960,518.5
112802.0,960,518.5
112852.0,959,518.5
112902.0,959,518.5
112952.0,959,518.5
113002.0,959,518.5
113052.0,960,518.5
113102.0,959,518.5
113152.0,959,518.5
113202.0,960,518.5
113252.0,959,518.5
113302.0,959,518.5
113352.0,959,518.5
113402.0,959,518.5
113452.0,959,518.5
113502.0,959,518.5
113552.0,959,518.5
113602.0,959,518.5
113652.0,959,518.5
113702.0,959,518.5
113752.0,959,518.5
113802.0,959,518.5
113852.0,959,518.5
113902.0,959,518.5
113952.0,959,518.5
114002.0,959,518.5
114052.0,959,518.5
114102.0,959,518.5
114152.0,959,518.5
114202.0,959,518.5
114252.0,959,518.5
114302.0,960,518.5
114352.0,959,518.5
114402.0,959,518.5
114452.0,959,518.5
114502.0,959,518.5
114552.0,959,518.5
114603.0,959,518.5
114653.0,959,518.5
114703.0,959,518.5
114753.0,959,518.5
114803.0,959,518.5
114853.0,960,518.5
114903.0,959,518.5
114953.0,960,518.5
115003.0,959,518.5
115053.0,959,518.5
115103.0,959,518.5
115153.0,959,518.5
115203.0,959,518.5
115253.0,959,518.5
115303.0,959,518.5
115353.0,959,518.5
115403.0,959,518.5
115453.0,959,518.5
115503.0,960,518.5
115553.0,959,518.5
115603.0,959,518.5
115653.0,959,518.5
115703.0,959,518.5
115753.0,959,518.5
115803.0,959,518.5
115853.0,959,518.5
115903.0,959,518.5
115953.0,959,518.5
116003.0,959,518.5
116054.0,959,518.5
116104.0,959,518.5
116154.0,959,518.5
116204.0,959,518.5
116254.0,959,518.5
116304.0,959,518.5
116354.0,959,518.5
116404.0,959,518.5
116454.0,959,518.5
116504.0,959,518.5
116554.0,959,518.5
116604.0,959,518.5
116654.0,959,518.5
116704.0,959,518.5
116754.0,959,518.5
116804.0,959,518.5
116854.0,958,518.5
116904.0,959,518.5
116954.0,959,518.5
117004.0,958,518.5
117054.0,959,518.5
117104.0,959,518.5
117154.0,959,518.5
117204.0,959,518.5
117254.0,959,518.5
117304.0,959,518.5
117354.0,959,518.5
117404.0,959,518.5
117454.0,959,518.5
117504.0,959,518.5
117554.0,959,518.5
117604.0,959,518.5
117654.0,959,518.5
117704.0,959,518.5
117754.0,959,518.5
117804.0,959,518.5
117854.0,959,518.5
117904.0,959,518.5
117954.0,959,518.5
118004.0,959,518.5
118054.0,959,518.5
118104.0,959,518.5
118154.0,959,518.5
118204.0,959,518.5
118254.0,959,518.5
118304.0,959,518.5
118354.0,959,518.5
118404.0,959,518.5
118454.0,959,518.5
118504.0,959,518.5
118554.0,959,518.5
118604.0,959,518.5
118654.0,959,518.5
118704.0,959,518.5
118754.0,959,518.5
118804.0,959,518.5
118854.0,959,518.5
118904.0,959,518.5
118955.0,959,518.5
119005.0,959,518.5
119055.0,959,518.5
119105.0,959,518.5
119155.0,959,518.5
119205.0,959,518.5
119255.0,959,518.5
119305.0,959,518.5
119355.0,959,518.5
119405.0,959,518.5
119455.0,959,518.5
119505.0,959,518.5
119555.0,959,518.5
119605.0,959,518.5
119655.0,959,518.5
119705.0,959,518.5
119755.0,959,518.5
119805.0,959,518.5
119855.0,959,518.5
119905.0,959,518.5
119955.0,959,518.5
120005.0,959,518.5
120055.0,959,518.5
120105.0,959,518.5
120155.0,959,518.5
120205.0,959,518.5
120255.0,959,518.5
120305.0,959,518.5
120355.0,959,518.5
120406.0,958,518.5
120456.0,959,518.5
120506.0,959,518.5
120556.0,959,518.5
120606.0,959,518.5
120656.0,959,518.5
120706.0,959,518.5
120756.0,959,518.5
120806.0,959,518.5
120856.0,959,518.5
120906.0,959,518.5
120956.0,959,518.5
121006.0,959,518.5
121056.0,959,518.5
121106.0,959,518.5
121156.0,959,518.5
121206.0,959,518.5
121256.0,959,518.5
121306.0,959,518.5
121356.0,959,518.5
121406.0,959,518.5
121456.0,959,518.5
121506.0,959,518.5
121556.0,959,518.5
121606.0,959,518.5
121656.0,959,518.5
121706.0,959,518.5
121756.0,959,518.5
121806.0,959,518.5
121856.0,959,518.5
121906.0,959,518.5
121956.0,959,518.5
122006.0,959,518.5
122056.0,959,518.5
122106.0,959,518.5
122156.0,959,518.5
122206.0,959,518.5
122256.0,959,518.5
122306.0,959,518.5
122356.0,959,518.5
122406.0,959,518.5
122456.0,959,518.5
122506.0,959,518.5
122556.0,959,518.5
122606.0,959,518.5
122656.0,959,518.5
122706.0,959,518.5
122756.0,959,518.5
122806.0,959,518.5
122856.0,959,518.5
122906.0,959,518.5
122956.0,959,518.5
123006.0,959,518.5
123056.0,959,518.5
123106.0,959,518.5
123156.0,959,518.5
123206.0,960,518.5
123256.0,959,518.5
123307.0,959,518.5
123357.0,959,518.5
123407.0,959,518.5
123457.0,959,518.5
123507.0,959,518.5
123557.0,959,518.5
123607.0,959,518.5
123657.0,959,518.5
123707.0,959,518.5
123757.0,959,518.5
123807.0,959,518.5
123857.0,959,518.5
123907.0,959,518.5
123957.0,959,518.5
124007.0,959,518.5
124057.0,959,518.5
124107.0,959,518.5
124157.0,959,518.5
124207.0,959,518.5
124257.0,959,518.5
124307.0,959,518.5
124357.0,959,518.5
124407.0,959,518.5
124457.0,959,518.5
124507.0,959,518.5
124557.0,959,518.5
124607.0,959,518.5
124657.0,959,518.5
124707.0,959,518.5
124758.0,959,518.5
124808.0,959,518.5
124858.0,959,518.5
124908.0,959,518.5
124958.0,959,518.5
125008.0,959,518.5
125058.0,959,518.5
125108.0,959,518.5
125158.0,959,518.5
125208.0,959,518.5
125258.0,959,518.5
125308.0,959,518.5
125358.0,959,518.5
125408.0,959,518.5
125458.0,958,518.5
125508.0,959,518.5
125558.0,960,518.5
125608.0,960,518.5
125658.0,960,518.5
125708.0,960,518.5
125758.0,960,518.5
125808.0,960,518.5
125858.0,961,518.5
125908.0,960,518.5
125958.0,960,518.5
126008.0,960,518.5
126058.0,960,518.5
126108.0,961,518.5
126158.0,960,518.5
126208.0,960,518.5
126258.0,961,518.5
126308.0,960,518.5
126358.0,960,518.5
126408.0,961,518.5
126458.0,960,518.5
126508.0,960,518.5
126558.0,960,518.5
126608.0,960,518.5
126658.0,960,518.5
126708.0,960,518.5
126758.0,960,518.5
126808.0,960,518.5
126858.0,959,518.5
126908.0,960,518.5
126958.0,961,518.5
127008.0,960,518.5
127058.0,960,518.5
127108.0,960,518.5
127158.0,960,518.5
127208.0,960,518.5
127258.0,960,518.5
127308.0,960,518.5
127358.0,960,518.5
127408.0,960,518.5
127458.0,960,518.5
127508.0,961,518.5
127558.0,960,518.5
127608.0,960,518.5
127659.0,960,518.5
127709.0,960,518.5
127759.0,960,518.5
127809.0,959,518.5
127859.0,960,518.5
127909.0,960,518.5
127959.0,960,518.5
128009.0,959,518.5
128059.0,960,518.5
128109.0,960,518.5
128159.0,960,518.5
128209.0,960,518.5
128259.0,960,518.5
128309.0,960,518.5
128359.0,960,518.5
128409.0,960,518.5
128459.0,960,518.5
128509.0,960,518.5
128559.0,959,518.5
128609.0,961,518.5
128659.0,960,518.5
128709.0,960,518.5
128759.0,960,518.5
128809.0,960,518.5
128859.0,960,518.5
128909.0,960,518.5
128959.0,960,518.5
129009.0,960,518.5
129059.0,960,518.5
129110.0,960,518.5
129160.0,961,518.5
129210.0,959,518.5
129260.0,960,518.5
129310.0,960,518.5
129360.0,959,518.5
129410.0,960,518.5
129460.0,960,518.5
129510.0,959,518.5
129560.0,959,518.5
129610.0,960,518.5
129660.0,959,518.5
129710.0,960,518.5
129760.0,960,518.5
129810.0,960,518.5
129860.0,960,518.5
129910.0,960,518.5
129960.0,960,518.5
130010.0,960,518.5
130060.0,960,518.5
130110.0,960,518.5
130160.0,960,518.5
130210.0,961,518.5
130260.0,961,518.5
130310.0,961,518.5
130360.0,961,518.5
130410.0,961,518.5
130460.0,961,518.5
130510.0,961,518.5
130560.0,961,518.5
130610.0,961,518.5
130660.0,961,518.5
130710.0,961,518.5
130760.0,961,518.5
130810.0,962,518.5
130860.0,961,518.5
130910.0,961,518.5
130960.0,962,518.5
131010.0,962,518.5
131060.0,961,518.5
131110.0,962,518.5
131160.0,962,518.5
131210.0,962,518.5
131260.0,962,518.5
131310.0,962,518.5
131360.0,963,518.5
131410.0,962,518.5
131460.0,962,518.5
131510.0,962,518.5
131560.0,962,518.5
131610.0,962,518.5
131660.0,962,518.5
131710.0,962,518.5
131760.0,962,518.5
131810.0,962,518.5
131860.0,961,518.5
131910.0,962,518.5
131960.0,961,518.5
132011.0,961,518.5
132061.0,962,518.5
132111.0,961,518.5
132161.0,961,518.5
132211.0,961,518.5
132261.0,961,518.5
132311.0,961,518.5
132361.0,961,518.5
132411.0,961,518.5
132461.0,962,518.5
132511.0,961,518.5
132561.0,961,518.5
132611.0,961,518.5
132661.0,961,518.5
132711.0,961,518.5
132761.0,961,518.5
132811.0,961,518.5
132861.0,961,518.5
132911.0,961,518.5
132961.0,961,518.5
133011.0,961,518.5
133061.0,961,518.5
133111.0,961,518.5
133161.0,961,518.5
133211.0,960,518.5
133261.0,961,518.5
133311.0,961,518.5
133361.0,960,518.5
133411.0,961,518.5
133462.0,960,518.5
133512.0,960,518.5
133562.0,961,518.5
133612.0,960,518.5
133662.0,960,518.5
133712.0,961,518.5
133762.0,961,518.5
133812.0,961,518.5
133862.0,961,518.5
133912.0,960,518.5
133962.0,960,518.5
134012.0,960,518.5
134062.0,960,518.5
134112.0,961,518.5
134162.0,960,518.5
134212.0,961,518.5
134262.0,961,518.5
134312.0,961,518.5
134362.0,961,518.5
134412.0,961,518.5
134462.0,960,518.5
134512.0,961,518.5
134562.0,960,518.5
134612.0,961,518.5
134662.0,961,518.5
134712.0,961,518.5
134762.0,961,518.5
134812.0,961,518.5
134862.0,961,518.5
134912.0,961,518.5
134962.0,961,518.5
135012.0,961,518.5
135062.0,961,518.5
135112.0,961,518.5
135162.0,961,518.5
135212.0,961,518.5
135262.0,961,518.5
135312.0,961,518.5
135362.0,961,518.5
135412.0,960,518.5
135462.0,960,518.5
135512.0,960,518.5
135562.0,960,518.5
135612.0,961,518.5
135662.0,960,518.5
135712.0,960,518.5
135762.0,962,518.5
135812.0,962,518.5
135862.0,962,518.5
135912.0,962,518.5
135962.0,961,518.5
136012.0,961,518.5
136062.0,961,518.5
136112.0,961,518.5
136162.0,961,518.5
136212.0,961,518.5
136262.0,961,518.5
136312.0,962,518.5
136363.0,961,518.5
136413.0,961,518.5
136463.0,962,518.5
136513.0,961,518.5
136563.0,961,518.5
136613.0,962,518.5
136663.0,961,518.5
136713.0,961,518.5
136763.0,961,518.5
136813.0,961,518.5
136863.0,962,518.5
136913.0,961,518.5
136963.0,961,518.5
137013.0,961,518.5
137063.0,961,518.5
137113.0,961,518.5
137163.0,961,518.5
137213.0,961,518.5
137263.0,961,518.5
137313.0,961,518.5
137363.0,961,518.5
137413.0,962,518.5
137463.0,961,518.5
137513.0,961,518.5
137563.0,962,518.5
137613.0,961,518.5
137663.0,961,518.5
137713.0,961,518.5
137763.0,961,518.5
137814.0,961,518.5
137864.0,961,518.5
137914.0,961,518.5
137964.0,962,518.5
138014.0,960,518.5
138064.0,961,518.5
138114.0,961,518.5
138164.0,961,518.5
138214.0,961,518.5
138264.0,961,518.5
138314.0,961,518.5
138364.0,961,518.5
138414.0,961,518.5
138464.0,961,518.5
138514.0,961,518.5
138564.0,961,518.5
138614.0,960,518.5
138664.0,961,518.5
138714.0,961,518.5
138764.0,961,518.5
138814.0,961,518.5
138864.0,961,518.5
138914.0,961,518.5
138964.0,961,518.5
139014.0,961,518.5
139064.0,962,518.5
139114.0,961,518.5
139164.0,961,518.5
139214.0,961,518.5
139264.0,961,518.5
139314.0,961,518.5
139364.0,961,518.5
139414.0,961,518.5
139464.0,961,518.5
139514.0,961,518.5
139564.0,961,518.5
139614.0,961,518.5
139664.0,961,518.5
139714.0,961,518.5
139764.0,961,518.5
139814.0,961,518.5
139864.0,961,518.5
139914.0,961,518.5
139964.0,961,518.5
140014.0,961,518.5
140064.0,961,518.5
140114.0,961,518.5
140164.0,961,518.5
140214.0,961,518.5
140264.0,961,518.5
140314.0,961,518.5
140364.0,961,518.5
140414.0,961,518.5
140464.0,961,518.5
140514.0,961,518.5
140564.0,961,518.5
140614.0,961,518.5
140664.0,961,518.5
140715.0,961,518.5
140765.0,961,518.5
140815.0,961,518.5
140865.0,961,518.5
140915.0,961,518.5
140965.0,961,518.5
141015.0,961,518.5
141065.0,961,518.5
141115.0,961,518.5
141165.0,961,518.5
141215.0,961,518.5
141265.0,961,518.5
141315.0,961,518.5
141365.0,961,518.5
141415.0,961,518.5
141465.0,961,518.5
141515.0,961,518.5
141565.0,961,518.5
141615.0,961,518.5
141665.0,961,518.5
141715.0,961,518.5
141765.0,961,518.5
141815.0,961,518.5
141865.0,961,518.5
141915.0,961,518.5
141965.0,961,518.5
142015.0,961,518.5
142065.0,961,518.5
142115.0,961,518.5
142166.0,961,518.5
142216.0,961,518.5
142266.0,961,518.5
142316.0,961,518.5
142366.0,961,518.5
142416.0,961,518.5
142466.0,961,518.5
142516.0,961,518.5
142566.0,961,518.5
142616.0,961,518.5
142666.0,961,518.5
