t_ms,s
119205,959

119255,959

119305,959

119355,959

119405,959

119455,959

119505,959

119555,959

119605,959

119655,959

119705,959

119755,959

119805,959

119855,959

119905,959

119955,959

120005,959

120055,959

120105,959

120155,959

120205,959

120255,959

120305,959

120355,959

120406,958

120456,959

120506,959

120556,959

120606,959

120656,959

120706,959

120756,959

120806,959

120856,959

120906,959

120956,959

121006,959

121056,959

121106,959

121156,959

121206,959

121256,959

121306,959

121356,959

121406,959

121456,959

121506,959

121556,959

121606,959

121656,959

121706,959

121756,959

121806,959

121856,959

121906,959

121956,959

122006,959

122056,959

122106,959

122156,959

122206,959

122256,959

122306,959

122356,959

122406,959

122456,959

122506,959

122556,959

122606,959

122656,959

122706,959

122756,959

122806,959

122856,959

122906,959

122956,959

123006,959

123056,959

123106,959

123156,959

123206,960

123256,959

123307,959

123357,959

123407,959

123457,959

123507,959

123557,959

123607,959

123657,959

123707,959

123757,959

123807,959

123857,959

123907,959

123957,959

124007,959

124057,959

124107,959

124157,959

124207,959

124257,959

124307,959

124357,959

124407,959

124457,959

124507,959

124557,959

124607,959

124657,959

124707,959

124758,959

124808,959

124858,959

124908,959

124958,959

125008,959

125058,959

125108,959

125158,959

125208,959

125258,959

125308,959

125358,959

125408,959

125458,958

125508,959

125558,960

125608,960

125658,960

125708,960

125758,960

125808,960

125858,961

125908,960

125958,960

126008,960

126058,960

126108,961

126158,960

126208,960

126258,961

126308,960

126358,960

126408,961

126458,960

126508,960

126558,960

126608,960

126658,960

126708,960

126758,960

126808,960

126858,959

126908,960

126958,961

127008,960

127058,960

127108,960

127158,960

127208,960

127258,960

127308,960

127358,960

127408,960

127458,960

127508,961

127558,960

127608,960

127659,960

127709,960

127759,960

127809,959

127859,960

127909,960

127959,960

128009,959

128059,960

128109,960

128159,960

128209,960

128259,960

128309,960

128359,960

128409,960

128459,960

128509,960

128559,959

128609,961

128659,960

128709,960

128759,960

128809,960

128859,960

128909,960

128959,960

129009,960

129059,960

129110,960

129160,961

129210,959

129260,960

129310,960

129360,959

129410,960

129460,960

129510,959

129560,959

129610,960

129660,959

129710,960

129760,960

129810,960

129860,960

129910,960

129960,960

130010,960

130060,960

130110,960

130160,960

130210,961

130260,961

130310,961

130360,961

130410,961

130460,961

130510,961

130560,961

130610,961

130660,961

130710,961

130760,961

130810,962

130860,961

130910,961

130960,962

131010,962

131060,961

131110,962

131160,962

131210,962

131260,962

131310,962

131360,963

131410,962

131460,962

131510,962

131560,962

131610,962

131660,962

131710,962

131760,962

131810,962

131860,961

131910,962

131960,961

132011,961

132061,962

132111,961

132161,961

132211,961

132261,961

132311,961

132361,961

132411,961

132461,962

132511,961

132561,961

132611,961

132661,961

132711,961

132761,961

132811,961

132861,961

132911,961

132961,961

133011,961

133061,961

133111,961

133161,961

133211,960

133261,961

133311,961

133361,960

133411,961

133462,960

133512,960

133562,961

133612,960

133662,960

133712,961

133762,961

133812,961

133862,961

133912,960

133962,960

134012,960

134062,960

134112,961

134162,960

134212,961

134262,961

134312,961

134362,961

134412,961

134462,960

134512,961

134562,960

134612,961

134662,961

134712,961

134762,961

134812,961

134862,961

134912,961

134962,961

135012,961

135062,961

135112,961

135162,961

135212,961

135262,961

135312,961

135362,961

135412,960

135462,960

135512,960

135562,960

135612,961

135662,960

135712,960

135762,962

135812,962

135862,962

135912,962

135962,961

136012,961

136062,961

136112,961

136162,961

136212,961

136262,961

136312,962

136363,961

136413,961

136463,962

136513,961

136563,961

136613,962

136663,961

136713,961

136763,961

136813,961

136863,962

136913,961

136963,961

137013,961

137063,961

137113,961

137163,961

137213,961

137263,961

137313,961

137363,961

137413,962

137463,961

137513,961

137563,962

137613,961

137663,961

137713,961

137763,961

137814,961

137864,961

137914,961

137964,962

138014,960

138064,961

138114,961

138164,961

138214,961

138264,961

138314,961

138364,961

138414,961

138464,961

138514,961

138564,961

138614,960

138664,961

138714,961

138764,961

138814,961

138864,961

138914,961

138964,961

139014,961

139064,962

139114,961

139164,961

139214,961

139264,961

139314,961

139364,961

139414,961

139464,961

139514,961

139564,961

139614,961

139664,961

139714,961

139764,961

139814,961

139864,961

139914,961

139964,961

140014,961

140064,961

140114,961

140164,961

140214,961

140264,961

140314,961

140364,961

140414,961

140464,961

140514,961

140564,961

140614,961

140664,961

140715,961

140765,961

140815,961

140865,961

140915,961

140965,961

141015,961

141065,961

141115,961

141165,961

141215,961

141265,961

141315,961

141365,961

141415,961

141465,961

141515,961

141565,961

141615,961

141665,961

141715,961

141765,961

141815,961

141865,961

141915,961

141965,961

142015,961

142065,961

142115,961

142166,961

142216,961

142266,961

142316,961

142366,961

142416,961

142466,961

142516,961

142566,961

142616,961

142666,961

142716,960

142766,961

142816,961

142866,961

142916,961

142966,961

143016,961

143066,961

143116,960

143166,961

143216,961

143266,961

143316,961

143366,961

143416,960

143466,961

143516,961

143566,961

143616,961

143666,961

143716,961

143766,961

143816,961

143866,961

143916,961

143966,961

144016,961

144066,961

144116,961

144166,961

144216,961

144266,961

144316,961

144366,961

144416,961

144466,961

144516,961

144566,961

144616,961

144666,961

144716,961

144766,961

144816,961

144866,961

144916,961

144966,961

145016,961

145067,961

145117,962

145167,961

145217,961

145267,961

145317,961

145367,961

145417,961

145467,961

145517,961

145567,961

145617,961

145667,961

145717,961

145767,961

145817,961

145867,961

145917,961

145967,961

146017,960

146067,961

146117,961

146167,961

146217,961

146267,961

146317,961

146367,961

146417,961

146467,961

146518,961

146568,960

146618,961

146668,961

146718,961

146768,961

146818,961

146868,961

146918,961

146968,961

147018,961

147068,961

147118,961

147168,961

147218,961

147268,961

147318,961

147368,961

147418,961

147468,961

147518,961

147568,961

147618,961

147668,961

147718,961

147768,961

147818,961

147868,962

147918,961

147968,961

148018,961

148068,961

148118,961

148168,962

148218,961

148268,961

148318,961

148368,961

148418,962

148468,961

148518,961

148568,961

148618,961

148668,961

148718,961

148768,961

148818,961

148868,961

148918,961

148968,961

149018,961

149068,961

149118,961

149168,961

149218,961

149268,961

149318,961

149368,961

149419,961

149469,961

149519,962

149569,961

149619,961

149669,961

149719,961

149769,961

149819,961

149869,961

149919,961

149969,961

150019,961

150069,961

150119,961

150169,961

150219,961

150269,961

150319,961

150369,961

150419,961

150469,961

150519,961

150569,961

150619,961

150669,961

150719,961

150769,962

150819,960

150870,961

150920,961

150970,961

151020,961

151070,961

151120,961

151170,962

151220,961

151270,961

151320,962

151370,961

151420,961

151470,961

151520,961

151570,961

151620,961

151670,961

151720,961

151770,961

151820,961

151870,961

151920,961

151970,961

152020,962

152070,961

152120,961

152170,961

152220,961

152270,962

152320,961

152370,961

152420,961

152470,961

152520,961

152570,961

152620,961

152670,961

152720,961

152770,961

152820,962

152870,961

152920,961

152970,962

153020,961

153070,961

153120,960

153170,961

153220,961

153270,961

153320,961

153370,961

153420,961

153470,961

153520,961

153570,961

153620,961

153670,961

153720,961

153771,961

153821,962

153871,961

153921,962

153971,961

154021,961

154071,961

154121,961

154171,961

154221,961

154271,961

154321,961

154371,961

154421,961

154471,962

154521,961

154571,961

154621,961

154671,961

154721,961

154771,961

154821,961

154871,961

154921,961

154971,961

155021,962

155071,961

155121,961

155171,961

155222,961

155272,961

155322,962

155372,961

155422,961

155472,961

155522,961

155572,962

155622,961

155672,961

155722,962

155772,961

155822,961

155872,962

155922,961

155972,961

156022,961

156072,961

156122,962

156172,961

156222,961

156272,961

156322,961

156372,961

156422,961

156472,961

156522,961

156572,962

156622,961

156672,961

156722,961

156772,961

156822,961

156872,961

156922,961

156972,961

157022,961

157072,961

157122,961

157172,961

157222,961

157272,961

157322,961

157372,962

157422,961

157472,961

157522,962

157572,961

157622,961

157672,961

157722,961

157772,961

157822,961

157872,961

157922,961

157972,961

158022,961

158072,962

158123,961

158173,961

158223,961

158273,961

158323,961

158373,961

158423,961

158473,962

158523,961

158573,961

158623,961

158673,961

158723,961

158773,962

158823,961

158873,961

158923,961

158973,961

159023,961

159073,961

159123,961

159173,961

159223,961

159273,961

159323,961

159373,961

159423,961

159473,961

159523,961

159574,962

159624,961

159674,961

159724,962

159774,961

159824,961

159874,962

159924,961

159974,961

160024,961

160074,961

160124,962

160174,961

160224,961

160274,962

160324,961

160374,961

160424,961

160474,961

160524,961

160574,961

160624,961

160674,962

160724,961

160774,961

160824,961

160874,961

160924,961

160974,961

161024,961

161074,961

161124,961

161174,961

161224,961

161274,961

161324,961

161374,961

161424,961

161474,961

161524,961

161574,961

161624,961

161674,961

161724,961

161774,961

161824,961

161874,961

161924,961

161974,961

162024,961

162074,961

162124,961

162174,961

162224,961

162274,961

162324,961

162374,961

162424,961

162475,961

162525,961

162575,961

162625,961

162675,961

162725,961

162775,961

162825,961

162875,961

162925,961

162975,961

163025,961

163075,961

163125,961

163175,961

163225,961

163275,961

163325,961

163375,961

163425,962

163475,961

163525,961

163575,961

163625,961

163675,961

163725,961

163775,961

163825,961

163875,961

163926,961

163976,961

164026,961

164076,961

164126,961

164176,961

164226,961

164276,961

164326,960

164376,961

164426,961

164476,960

164526,961

164576,960

164626,961

164676,961

164726,961

164776,961

164826,961

164876,960

164926,961

164976,961

165026,961

165076,961

165126,961

165176,961

165226,961

165276,961

165326,961

165376,961

165426,961

165476,961

165526,960

165576,961

165626,961

165676,961

165726,961

165776,961

165826,961

165876,961

165926,961

165976,961

166026,961

166076,961

166126,960

166176,961

166226,961

166276,961

166326,961

166376,961

166426,961

166476,961

166526,961

166576,961

166626,961

166676,961

166726,961

166776,961

166827,960

166877,961

166927,961

166977,961

167027,961

167077,960

167127,961

167177,961

167227,961

167277,961

167327,961

167377,961

167427,961

167477,961

167527,961

167577,961

167627,961

167677,961

167727,961

167777,961

167827,961

167877,961

167927,961

167977,961

168027,961

168077,960

168127,961

168177,961

168227,961

168278,961

168328,961

168378,961

168428,961

168478,961

168528,961

168578,960

168628,960

168678,961

168728,961

168778,961

168828,961

168878,961

168928,961

168978,961

169028,961

169078,961

169128,961

169178,961

169228,961

169278,961

169328,961

169378,961

169428,961

169478,961

169528,961

169578,961

169628,961

169678,961

169728,961

169778,961

169828,961

169878,961

169928,961

169978,961

170028,961

170078,961

170128,961

170178,961

170228,961

170278,961

170328,961

170378,961

170428,961

170478,961

170528,961

170578,961

170628,961

170678,961

170728,961

170778,961

170828,961

170878,961

170928,961

170978,961

171028,961

171078,961

171128,961

171179,961

171229,961

171279,961

171329,961

171379,961

171429,961

171479,961

171529,961

171579,961

171629,961

171679,961

171729,961

171779,961

171829,961

171879,961

171929,960

171979,961

172029,961

172079,961

172129,961

172179,961

172229,961

172279,961

172329,961

172379,961

172429,961

172479,961

172529,961

172579,961

172630,961

172680,961

172730,961

172780,961

172830,961

172880,961

172930,961

172980,961

173030,961

173080,961

173130,961

173180,960

173230,961

173280,961

173330,961

173380,961

173430,961

173480,961

173530,961

173580,961

173630,961

173680,961

173730,961

173780,962

173830,961

173880,961

173930,961

173980,961

174030,961

174080,961

174130,961

174180,961

174230,961

174280,961

174330,961

174380,961

174430,961

174480,961

174530,961

174580,961

174630,961

174680,960

174730,961

174780,961

174830,961

174880,961

174930,961

174980,961

175030,961

175080,961

175130,961

175180,961

175230,961

175280,961

175330,961

175380,961

175430,961

175480,961

175531,960

175581,961

175631,961

175681,961

175731,961

175781,961

175831,961

175881,961

175931,961

175981,961

176031,961

176081,961

176131,961

176181,961

176231,961

176281,961

176331,961

176381,961

176431,960

176481,961

176531,961

176581,961

176631,961

176681,961

176731,961

176781,961

176831,961

176881,961

176931,961

176982,961

177032,961

177082,961

177132,961

177182,961

177232,961

177282,961

177332,961

177382,961

177432,961

177482,961

177532,961

177582,961

177632,961

177682,961

177732,961

177782,961

177832,961

177882,961

177932,961

177982,961

178032,961

178082,961

178132,961

178182,961

178232,961

178282,961

178332,962

178382,961

178432,961

178482,961

178532,961

178582,961

178632,961

178682,961

178732,961

178782,961

178832,961

178882,962

178932,961

178982,961

179032,961

179082,961

179132,961

179182,961

179232,961

179282,961

179332,961

179382,961

179432,962

179482,961

179532,961

179582,961

179632,961

179682,961

179732,961

179782,961

179832,961

179883,961

179933,961

179983,961

180033,961

180083,961

180133,961

180183,961

180233,961

180283,961

180333,961

180383,961

180433,961

180483,961

180533,961

180583,961

180633,961

180683,961

180733,961

180783,961

180833,961

180883,961

180933,961

180983,961

181033,961

181083,961

181133,961

181183,961

181233,961

181283,961

181334,961

181384,961

181434,961

181484,961

181534,961

181584,961

181634,961

181684,961

181734,961

181784,961

181834,961

181884,961

181934,961

181984,961

182034,961

182084,961

182134,961

182184,961

182234,961

182284,961

182334,961

182384,961

182434,961

182484,961

182534,961

182584,961

182634,961

182684,961

182734,961

182784,961

182834,961

182884,961

182934,961

182984,961

183034,961

183084,961

183134,961

183184,961

183234,961

183284,961

183334,961

183384,961

183434,961

183484,961

183534,960

183584,961

183634,961

183684,961

183734,961

183784,961

183834,961

183884,961

183934,961

183984,961

184034,961

184084,960

184134,960

184184,961

184235,961

184285,961

184335,960

184385,961

184435,961

184485,961

184535,961

184585,961

184635,961

184685,960

184735,961

184785,961

184835,961

184885,961

184935,960

184985,961

185035,961

185085,961

185135,961

185185,961

185235,961

185285,960

185335,961

185385,961

185435,961

185485,961

185535,961

185585,961

185635,961

185686,961

185736,960

185786,960

185836,961

185886,961

185936,961

185986,961

186036,961

186086,961

186136,961

186186,961

186236,961

186286,961

186336,961

186386,961

186436,961

186486,961

186536,961

186586,961

186636,961

186686,961

186736,961

186786,961

186836,961

186886,961

186936,961

186986,961

187036,961

187086,960

187136,961

187186,961

187236,961

187286,961

187336,961

187386,961

187436,960

187486,961

187536,960

187586,961

187636,961

187686,961

187736,961

187786,961

187836,961

187886,961

187936,960

187986,961

188036,961

188086,961

188136,961

188186,961

188236,961

188286,961

188336,961

188386,961

188436,961

188486,961

188536,961

188587,961

188637,961

188687,961

188737,961

188787,961

188837,961

188887,961

188937,961

188987,961

189037,961

189087,961

189137,961

189187,961

189237,962

189287,961

189337,961

189387,961

189437,961

189487,961

189537,961

189587,961

189637,961

189687,961

189737,961

189787,962

189837,961

189887,961

189937,961

189987,961

190038,961

190088,961

190138,961

190188,961

190238,961

190288,961

190338,961

190388,961

190438,961

190488,962

190538,961

190588,961

190638,962

190688,961

190738,961

190788,961

190838,961

190888,961

190938,961

190988,961

191038,961

191088,961

191138,961

191188,961

191238,961

191288,961

191338,961

191388,961

191438,961

191488,960

191538,960

191588,961

191638,960

191688,961

191738,961

191788,961

191838,961

191888,961

191938,961

191988,961

192038,961

192088,961

192138,961

192188,961

192238,961

192288,961

192338,961

192388,961

192438,960

192488,961

192538,961

192588,961

192638,961

192688,961

192738,961

192788,961

192838,961

192888,960

192939,961

192989,961

193039,961

193089,961

193139,961

193189,961

193239,961

193289,961

193339,961

193389,961

193439,961

193489,961

193539,961

193589,961

193639,961

193689,961

193739,961

193789,961

193839,961

193889,961

193939,961

193989,961

194039,961

194089,961

194139,961

194189,961

194239,961

194289,961

194339,961

194390,961

194440,961

194490,961

194540,961

194590,961

194640,961

194690,961

194740,961

194790,961

194840,961

194890,961

194940,961

194990,961

195040,962

195090,961

195140,961

195190,961

195240,961

195290,961

195340,961

195390,961

195440,961

195490,961

195540,961

195590,961

195640,961

195690,961

195740,961

195790,961

195840,961

195890,962

195940,961

195990,961

196040,961

196090,961

196140,961

196190,961

196240,961

196290,961

196340,961

196390,961

196440,961

196490,961

196540,961

196590,961

196640,961

196690,962

196740,961

196790,961

196840,961

196890,961

196940,961

196990,961

197040,961

197090,961

197140,961

197190,961

197240,962

197291,961

197341,961

197391,961

197441,961

197491,961

197541,961

197591,961

197641,961

197691,961

197741,961

197791,962

197841,961

197891,961

197941,961

197991,961

198041,961

198091,961

198141,961

198191,961

198241,961

198291,961

198341,962

198391,961

198441,961

198491,961

198541,961

198591,961

198641,961

198691,961

198742,961

198792,961

198842,961

198892,961

198942,961

198992,961

199042,961

199092,959

199142,957

199192,956

199242,956

199292,955

199342,955

199392,955

199442,957

199492,957

199542,958

199592,958

199642,958

199692,958

199742,958

199792,958

199842,958

199892,958

199942,957

199992,959

200042,958

200092,957

200142,958

200192,958

200242,958

200292,958

200342,957

200392,957

200442,957

200492,957

200542,959

200592,958

200642,958

200692,958

200742,958

200792,958

200842,958

200892,958

200942,959

200992,958

201042,958

201092,959

201142,959

201192,958

201242,959

201292,958

201342,959

201392,959

201442,959

201492,959

201542,959

201592,959

201643,959

201693,959

201743,959

201793,960

201843,959

201893,959

201943,959

201993,959

202043,959

202093,959

202143,959

202193,959

202243,959

202293,960

202343,960

202393,960

202443,960

202493,960

202543,960

202593,960

202643,960

202693,960

202743,960

202793,959

202843,960

202893,960

202943,960

202993,960

203043,960

203094,960

203144,961

203194,960

203244,960

203294,960

203344,960

203394,960

203444,961

203494,960

203544,960

203594,960

203644,960

203694,960

203744,960

203794,960

203844,960

203894,960

203944,960

203994,960

204044,960

204094,960

204144,960

204194,960

204244,960

204294,960

204344,960

204394,960

204444,959

204494,960

204544,960

204594,960

204644,960

204694,960

204744,960

204794,960

204844,960

204894,960

204944,960

204994,960

205044,960

205094,960

205144,960

205194,960

205244,960

205294,960

205344,960

205394,960

205444,960

205494,960

205544,959

205594,960

205644,960

205694,959

205744,960

205794,959

205844,959

205894,960

205944,960

205995,960

206045,960

206095,960

206145,960

206195,960

206245,959

206295,960

206345,960

206395,959

206445,960

206495,959

206545,959

206595,959

206645,959

206695,959

206745,960

206795,959

206845,960

206895,959

206945,959

206995,959

207045,960

207095,959

207145,959

207195,959

207245,959

207295,959

207345,959

207395,960

207446,959

207496,959

207546,959

207596,959

207646,959

207696,959

207746,959

207796,959

207846,959

207896,959

207946,960

207996,960

208046,959

208096,960

208146,960

208196,959

208246,959

208296,959

208346,959

208396,959

208446,959

208496,960

208546,959

208596,959

208646,959

208696,959

208746,959

208796,959

208846,959

208896,959

208946,959

208996,959

209046,960

209096,959

209146,959

209196,959

209246,959

209296,959

209346,959

209396,959

209446,959

209496,959

209546,959

209596,959

209646,959

209696,959

209746,959

209796,959

209846,959

209896,960

209946,959

209996,959

210046,959

210096,958

210146,959

210196,959

210246,959

210296,959

210347,959

210397,960

210447,960

210497,960

210547,960

210597,961

210647,960

210697,960

210747,960

210797,960

210847,961

210897,960

210947,960

210997,960

211047,960

211097,960

211147,961

211197,960

211247,961

211297,960

211347,961

211397,961

211447,961

211497,961

211547,961

211597,960

211647,960

211697,961

211747,960

211798,961

211848,960

211898,960

211948,961

211998,960

212048,960

212098,961

212148,960

212198,961

212248,961

212298,961

212348,961

212398,961

212448,961

212498,961

212548,960

212598,960

212648,960

212698,960

212748,960

212798,961

212848,960

212898,961

212948,960

212998,960

213048,961

213098,960

213148,960

213198,960

213248,960

213298,961

213348,961

213398,960

213448,960

213498,960

213548,960

213598,961

213648,961

213698,960

213748,961

213798,961

213848,961

213898,961

213948,960

213998,961

214048,961

214098,961

214148,961

214198,961

214248,961

214298,962

214348,961

214398,960

214448,961

214498,961

214548,960

214598,960

214648,960

214699,961

214749,960

214799,959

214849,960

214899,960

214949,960

214999,961

215049,960

215099,961

215149,961

215199,961

215249,961

215299,960

215349,960

215399,961

215449,960

215499,960

215549,960

215599,960

215649,960

215699,960

215749,960

215799,960

215849,959

215899,960

215949,960

215999,959

216049,960

216099,959

216150,959

216200,959

216250,959

216300,959

216350,959

216400,959

216450,959

216500,960

216550,959

216600,959

216650,959

216700,959

216750,959

216800,959

216850,959

216900,959

216950,959

217000,959

217050,960

217100,959

217150,959

217200,960

217250,960

217300,959

217350,959

217400,959

217450,959

217500,959

217550,959

217600,959

217650,959

217700,959

217750,959

217800,958

217850,959

217900,959

217950,959

218000,959

218050,959

218100,959

218150,960

218200,960

218250,960

218300,960

218350,959

218400,960

218450,960

218500,960

218550,960

218600,960

218650,960

218700,961

218750,960

218800,960

218850,960

218900,960

218950,960

219000,960

219051,960

219101,960

219151,960

219201,960

219251,961

219301,960

219351,959

219401,960

219451,959

219501,959

219551,960

219601,959

219651,959

219701,959

219751,960

219801,960

219851,959

219901,959

219951,959

220001,959

220051,959

220101,960

220151,959

220201,960

220251,959

220301,959

220351,960

220401,959

220451,959

220502,959

220552,959

220602,960

220652,962

220702,966

220752,967

220802,966

220852,965

220902,963

220952,961

221002,961

221052,961

221102,960

221152,960

221202,960

221252,960

221302,960

221352,960

221402,960

221452,960

221502,959

221552,960

221602,959

221652,959

221702,959

221752,959

221802,959

221852,959

221902,959

221952,959

222002,959

222052,959

222102,959

222152,959

222202,959

222252,959

222302,959

222352,959

222402,959

222452,959

222502,958

222552,959

222602,959

222652,960

222702,962

222752,963

222802,963

222852,963

222902,963

222952,964

223002,964

223052,964

223102,964

223152,964

223202,965

223252,965

223302,965

223352,965

223403,963

223453,959

223503,958

223553,958

223603,958

223653,958

223703,961

223753,961

223803,961

223853,961

223903,961

223953,959

224003,958

224053,958

224103,957

224153,956

224203,956

224253,956

224303,956

224353,956

224403,956

224453,957

224503,956

224553,956

224603,957

224653,956

224703,956

224753,956

224803,956

224854,957

224904,956

224954,956

225004,956

225054,956

225104,956

225154,957

225204,956

225254,956

225304,957

225354,956

225404,956

225454,956

225504,956

225554,956

225604,956

225654,956

225704,957

225754,956

225804,956

225854,956

225904,956

225954,956

226004,956

226054,956

226104,956

226154,956

226204,956

226254,957

226304,956

226354,956

226404,956

226454,956

226504,956

226554,956

226604,956

226654,956

226704,956

226754,956

226804,956

226854,956

226904,955

226954,956

227004,956

227054,956

227104,956

227154,956

227204,956

227254,956

227304,956

227354,957

227404,956

227454,956

227504,956

227554,956

227604,957

227654,956

227704,956

227755,956

227805,956

227855,956

227905,957

227955,956

228005,956

228055,956

228105,956

228155,957

228205,956

228255,956

228305,957

228355,956

228405,956

228455,957

228505,956

228555,956

228605,956

228655,956

228705,957

228755,956

228805,956

228855,957

228905,957

228955,956

229005,957

229055,956

229105,957

229155,956

229206,956

229256,957

229306,956

229356,957

229406,956

229456,957

229506,956

229556,957

229606,956

229656,957

229706,956

229756,957

229806,957

229856,957

229906,956

229956,956

230006,956

230056,956

230106,957

230156,956

230206,956

230256,956

230306,956

230356,957

230406,956

230456,956

230506,957

230556,956

230606,956

230656,957

230706,956

230756,956

230806,956

230856,956

230906,957

230956,956

231006,956

231056,957

231106,956

231156,956

231206,957

231256,956

231306,956

231356,956

231406,956

231456,956

231506,956

231556,956

231606,957

231656,956

231706,956

231756,956

231806,956

231856,957

231906,957

231956,956

232006,956

232056,956

232107,956

232157,957

232207,956

232257,956

232307,957

232357,956

232407,957

232457,957

232507,957

232557,959

232607,959

232657,959

232707,963

232757,963

232807,963

232857,963

232907,962

232957,963

233007,962

233057,962

233107,963

233157,963

233207,963

233257,964

233307,964

233357,963

233407,964

233457,964

233507,964

233558,964

233608,963

233658,963

233708,963

233758,963

233808,964

233858,964

233908,964

233958,965

234008,964

234058,965

234108,964

234158,965

234208,961

234258,959

234308,959

234358,959

234408,959

234458,958

234508,959

234558,958

234608,958

234658,957

234708,959

234758,960

234808,960

234858,960

234908,960

234958,960

235008,960

235058,960

235108,960

235158,960

235208,961

235258,960

235308,960

235358,960

235408,960

235458,960

235508,960

235558,960

235608,960

235658,960

235708,960

235758,960

235808,960

235858,961

235908,960

235958,960

236008,960

236058,960

236108,960

236158,960

236208,960

236258,960

236308,959

236358,960

236408,960

236459,960

236509,960

236559,960

236609,959

236659,960

236709,960

236759,960

236809,960

236859,960

236909,960

236959,960

237009,960

237059,960

237109,960

237159,960

237209,961

237259,961

237309,961

237359,962

237409,963

237459,965

237509,967

237559,968

237609,966

237659,964

237709,964

237759,964

237809,964

237859,964

237910,964

237960,964

238010,964

238060,964

238110,964

238160,964

238210,963

238260,964

238310,963

238360,964

238410,963

238460,963

238510,963

238560,963

238610,964

238660,963

238710,961

238760,962

238810,964

238860,963

238910,963

238960,963

239010,963

239060,963

239110,963

239160,964

239210,963

239260,963

239310,964

239360,964

239410,963

239460,962

239510,962

239560,962

239610,962

239660,962

239710,963

239760,962

239810,962

239860,962

239910,962

239960,963

240010,963

240060,963

240110,963

240160,963

240210,963

240260,964

240310,963

240360,961

240410,961

240460,961

240510,961

240560,961

240610,960

240660,960

240710,960

240760,960

240811,961

240861,960

240911,960

240961,961

241011,961

241061,960

241111,960

241161,960

241211,960

241261,960

241311,961

241361,961

241411,960

241461,960

241511,960

241561,961

241611,961

241661,961

241711,960

241761,961

241811,961

241861,961

241911,961

241961,961

242011,961

242061,961

242111,961

242161,961

242211,960

242262,960

242312,960

242362,960

242412,960

242462,961

242512,960

242562,960

242612,960

242662,959

242712,960

242762,960

242812,960

242862,962

242912,961

242962,962

243012,963

243062,963

243112,963

243162,963

243212,963

243262,963

243312,963

243362,963

243412,963

243462,963

243512,963

243562,963

243612,963

243662,963

243712,963

243762,963

243812,963

243862,963

243912,963

243962,963

244012,963

244062,962

244112,963

244162,963

244212,963

244262,963

244312,963

244362,963

244412,963

244462,963

244512,963

244562,963

244612,963

244662,963

244712,963

244762,963

244812,963

244862,962

244912,963

244962,962

245012,962

245062,963

245112,963

245163,962

245213,963

245263,963

245313,963

245363,963

245413,962

